Food group;NEVO-code;Engelse naam/Food name;Hoeveelheid/Quantity;Opmerking;Bevat sporen van/Contains traces of;Is verrijkt met/Is fortified with;ENERCJ (kJ);ENERCC (kcal);WATER (g);PROT (g);PROTPL (g);PROTAN (g);NT (g);TRP (mg);FAT (g);FACID (g);FASAT (g);FAMSCIS (g);FAPU (g);FAPUN3 (g);FAPUN6 (g);FATRS (g);CHO (g);SUGAR (g);STARCH (g);POLYL (g);FIBT (g);ALC (g);OA (g);ASH (g);CHORL (mg);NA (mg);K (mg);CA (mg);P (mg);MG (mg);FE (mg);HAEM (mg);NHAEM (mg);CU (mg);SE (µg);ZN (mg);ID (µg);VITA_RAE (µg);VITA_RE (µg);RETOL (µg);CARTBTOT (µg);CARTA (µg);LUTN (µg);ZEA (µg);CRYPXB (µg);LYCPN (µg);VITD (µg);CHOCALOH (µg);CHOCAL (µg);ERGCAL (µg);VITE (mg);TOCPHA (mg);TOCPHB (mg);TOCPHD (mg);TOCPHG (mg);VITK (µg);VITK1 (µg);VITK2 (µg);THIA (mg);RIBF (mg);VITB6 (mg);VITB12 (µg);NIAEQ (mg);NIA (mg);FOL (µg);FOLFD (µg);FOLAC (µg);VITC (mg);F4:0 (g);F6:0 (g);F8:0 (g);F10:0 (g);F11:0 (g);F12:0 (g);F13:0 (g);F14:0 (g);F15:0 (g);F16:0 (g);F17:0 (g);F18:0 (g);F19:0 (g);F20:0 (g);F21:0 (g);F22:0 (g);F23:0 (g);F24:0 (g);F25:0 (g);F26:0 (g);FASATXR (g);F10:1CIS (g);F12:1CIS (g);F14:1CIS (g);F16:1CIS (g);F18:1CIS (g);F20:1CIS (g);F22:1CIS (g);F24:1CIS (g);FAMSCXR (g);F18:2CN6 (g);F18:2CN9 (g);F18:2CT (g);F18:2TC (g);F18:2R (g);F18:3CN3 (g);F18:3CN6 (g);F18:4CN3 (g);F20:2CN6 (g);F20:3CN9 (g);F20:3CN6 (g);F20:3CN3 (g);F20:4CN6 (g);F20:4CN3 (g);F20:5CN3 (g);F21:5CN3 (g);F22:2CN6 (g);F22:2CN3 (g);F22:3CN3 (g);F22:4CN6 (g);F22:5CN6 (g);F22:5CN3 (g);F22:6CN3 (g);F24:2CN6 (g);FAPUXR (g);F10:1TRS (g);F12:1TRS (g);F14:1TRS (g);F16:1TRS (g);F18:1TRS (g);F18:2TTN6 (g);F18:3TTTN3 (g);F20:1TRS (g);F20:2TT (g);F22:1TRS (g);F24:1TRS (g);FAMSTXR (g);FAUN (g);cleaned_name;nutrition_index;flavour_index;flavour_name
Herbs and spices;2473;herb paste boemboe;per 100g;Gem van Conimex en Toko Lien, diverse smaken.;;;1274;306;44,1;4;4;0;;3.0;20,4;19,5;3,9;9;6,6;0,7;5,9;0;25,6;17;8,5;0;1,7;0;;4,1;2.0;1721.0;61.0;9.0;13.0;3.0;0,2;0;0,2;0,03;0.0;0,09;2,8;0.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;0.0;0;0;0;0;5,2;5,1;0;1,8;0,8;7;7;;0,01;0,01;0,036;0;0,2;0,1;5,7;5,7;0;6.0;0;0;0;0;0;0,01;0;0,05;0;3,04;0,02;0,66;0;0,07;0;0,06;0;0,02;0.0;0.0;0;0;0;0;0,06;8,83;0,08;0;0;0;5,91;0;0;0;0;0,66;0;0;0,01;0.0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0.0;0,01;0.0;0.0;0;0;0;0;0;0,02;0.0;0;0.0;0;;boemboe;1418;;
Non-alcoholic beverages;2480;energy drink golden power/bullit/freeway;per 100g;;FOL, FOLFD;NIA, VITB12, VITB6;186;44;89,1;0,2;0,2;0;;;0;0;0;0;0;0;0;0;10,7;10,3;0,4;0;0;0;;;0.0;75.0;1.0;2.0;0.0;0.0;0;0;0;0;0.0;0;0;1.0;2.0;0.0;10.0;;;;;;0;0;0;0;0;0;0;0;0;;;;0;0;0,32;0,4;;6,4;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;energy  golden power/bullit/freeway;1422;830.0;energy drink
Non-alcoholic beverages;2483;fruit juice drink ace;per 100g;Gebaseerd op Fruxano, Super, Kruidvat, Tasting Good en Aldi.;;CARTBTOT, VITA_RAE, VITA_RE, VITC, VITE;189;44;;0,2;0,2;0;;0.0;0;0;0;0;0;0;0;0;10,9;10,9;0;0;0,1;0;;;0.0;40.0;55.0;5.0;6.0;3.0;0,1;0;;0,01;0.0;0,03;1;131.0;263.0;0.0;1512.0;122.0;12.0;7.0;7.0;0.0;0;0;0;0;6;0;0;0;0;;0;;0,02;0,01;0,024;0;0,1;0,1;5,9;5,9;0;36.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;ace;1423;886.0;fruit juice
Soups;2487;soup veg & meat based ready made;per 100g;;;;173;41;90,8;2;0,8;1,2;;;1,2;1,1;0,8;0,3;0,1;0;0,1;0;5,3;2,5;2,8;0;0,7;0;;;1.0;324.0;112.0;13.0;21.0;5.0;0,4;0;0,3;0,04;1.0;0,15;;5.0;8.0;2.0;40.0;;;;;;0,1;;;;0,6;0,6;0,1;0;0,2;;;;0,01;0,02;0,028;0,03;;0,5;3,5;3,5;0;2.0;0;0;0,01;0,01;;0,26;0;0,11;0;0,39;0;0,05;;0;;0;;0;;;;;;0;0;0,29;0;0;;0;0,09;;0;0;0;;;;0;;;0;0;;0;;;;;;;;0;;;;;;;0;0;;;;;;;;veg &;1424;276.0;meat
Soups;2488;soup vegetable & meat based prepared pack;per 100g;;;;75;18;94,7;0,6;0,3;0,3;;;0,5;0,5;0,3;0,1;0;0;0;0;2,7;0,7;2;0;0,3;0;;;6.0;296.0;43.0;5.0;50.0;5.0;0,3;0;0,3;0,03;0.0;0,1;;2.0;5.0;0.0;29.0;;;;;;0,1;;;;0,1;0,1;0;0,1;0,1;0,4;;;0,01;0,01;0,02;0,03;;0,1;1;1;0;1.0;0;0;0;0,01;;0,1;0;0,04;0;0,15;0;0,02;;0;;0;;0;;;;;;0;0;0,11;0;0;;0;0,04;;0;0;0;0;;;0;;;0;0;;0;;;;;;;;0;;;;;;;0;0;;;;;;;;&    pack;1425;276.0;meat
Sugar, sweets and sweet sauces;2489;spread speculaas flavoured;per 100g;Gem v Lotus, Belgix en Jumbo.;;;2411;579;1,8;3,2;3,2;0;;;37,5;36;9,8;20,2;6;0;5,1;0;56,6;34,2;22,4;0;1;0;;;3.0;197.0;465.0;116.0;193.0;74.0;4,5;0;4,5;0,42;3.0;1,3;2,5;0.0;0.0;0.0;;;;;;;0;0;0;0;;;;;;;;;0,04;0,15;0,045;0;;0,4;14,7;14,7;0;1.0;0;0;0;0;0;0;0;0,21;0;8,05;0;1,36;0;0,15;0;0;0;0;0.0;0.0;0;0;0;0;0,08;19,93;0,2;0;0;0;5,1;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0,91;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;speculaas;1426;875.0;spread
Non-alcoholic beverages;2490;fruit juice drink multivit 12 fruits nectar light;per 100g;Gem van Goldhorn en Fruxano.;;CARTBTOT, NIA, RIBF, THIA, VITA_RAE, VITA_RE, VITB12, VITB6, VITC, VITE;96;23;94,3;0,2;0,2;0;;;0;0;0;0;0;0;0;0;5,4;5,3;0,1;0;0,2;0;;;0.0;3.0;65.0;6.0;6.0;4.0;0,1;0;0,1;0,01;1.0;0,07;1;25.0;50.0;0.0;300.0;;;;;;0;0;0;0;2,5;;;;;;;;0,35;0,4;0,5;0,25;;4,5;4,3;4,3;0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;multivit  fruits nectar;1427;886.0;fruit juice
Potatoes and tubers;2493;potato puree powder wo milkpowder wo fat;per 100g;Maggi puree naturel, melk en boter zelf toevoegen .;;;1542;364;6,2;7,9;7,9;0;;;0,5;0,4;0,1;0;0,3;0,1;0,1;0;78,4;1,9;76,5;0;7;0;;;0.0;460.0;1098.0;27.0;156.0;66.0;1,2;0;1,2;0,16;1.0;0,7;12,5;1.0;1.0;0.0;6.0;;;;;;0;0;0;0;0;0;0;0;0;;;;0,19;0,11;0,748;0;;6,3;30;30;0;5.0;0;0;0;0;0;0;0;0;0;0,07;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0,01;0,01;0;0;0;0;0,11;0;0;0;0;0,14;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;potato    milkpowder;1429;88.0;milk
Milk and milk products;2496;dairy drink campina fruitmelk;per 100g;Gem van aardbei en banaan.;;;229;54;84,9;3,3;0;3,2;;43.0;0,5;0,5;0,3;0,1;0;0;0;0;9,2;9,2;0;0;0;0;0;0,6;5.0;44.0;135.0;109.0;80.0;11.0;0;0;0;0,01;1.0;0,37;14;14.0;14.0;13.0;7.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0,6;0,2;0,4;0,03;0,14;0,03;0,25;0,8;0,1;4;4;0;2.0;0,02;0,01;0,01;0,01;0;0,02;0;0,05;0,01;0,14;0;0,05;0;0;0;0;0;0;0.0;0.0;0,01;0;0;0,01;0,01;0,09;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0,01;0;0;0;0.0;0;0.0;0;0,01;campina fruitmelk;1431;553.0;elk
Vegetables;2498;tomato sieved pack;per 100g;Gem van Heinz, Albert Heijn en Royalti.;;;165;39;89,4;1,8;1,8;0;;3.0;0,3;0,3;0,1;0;0,2;0;0,1;0;6,3;6;0,3;0;2;0;;0,2;0.0;110.0;283.0;11.0;21.0;9.0;0,5;0;0,5;0,04;0.0;0,17;3;35.0;69.0;0.0;414.0;0.0;73.0;0.0;0.0;6387.0;0;0;0;;1,2;1,1;0;0;0,5;2,6;2,6;;0,04;0,02;0,078;0;0,6;0,6;21,9;21,9;0;11.0;0;0;0;0;0;0;0;0;0;0,05;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,04;0;0;0;0;0,14;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;tomato sieved pack;1432;364.0;tomato
Milk and milk products;2503;yoghurt greek full fat;per 100g;Gem van Almhof, Campina, De Zaanse Hoeve, Jumbo, Katharos en Milsani.;;;507;122;81,2;3,8;0;3,8;;42.0;10;9,4;6,5;2,2;0,3;0,1;0,2;0,2;3,8;3,8;0;0;0;0;0,6;0,6;28.0;53.0;145.0;118.0;99.0;11.0;0;0;0;0,01;2.0;0,43;13,9;106.0;110.0;101.0;52.0;0.0;3.0;0.0;1.0;0.0;0;0;0;;0,3;0,2;0;0;0;3,4;1,4;2;0,02;0,16;0,027;0,22;0,9;0,2;12;12;0;0.0;0,33;0,22;0,13;0,27;0,01;0,37;0,01;1,06;0,1;2,84;0,05;0,93;0;0,01;0;0,01;0;0,01;0.0;0.0;0,19;0,03;0,01;0,1;0,15;1,87;0,01;0;0;0,02;0,13;0;0,05;0;0;0,05;0,01;0;0;0.0;0,01;0;0,01;0;0,01;0;0;0.0;0;0;0;0,01;0;0.0;0;0.0;0.0;0;0,02;0,16;0;0;0;0.0;0;0.0;0;0,24;yoghurt greek;1435;;
Alcoholic beverages;2505;fruit dried in brandy;per 100g;Gemiddelde van boerenjongens en boerenmeisjes.;;;846;201;57,7;0,6;0,6;0;;;0,1;0;0;0;0;0;0;0;27,2;26,8;0,4;0;1,3;12,2;0,4;;0.0;5.0;179.0;12.0;16.0;9.0;0,5;0;0,5;0,13;1.0;0,11;0,2;15.0;29.0;0.0;172.0;0.0;6.0;2.0;6.0;1.0;0;0;0;;0,3;;;;;0,6;0,6;;0,02;0,02;0,024;0;;0,3;2;2;0;1.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,01;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;brandy;1437;11.0;brandy
Non-alcoholic beverages;2507;juice multifruit;per 100g;;;;198;47;88;0,4;0,4;0;;1.0;0,1;0,1;0;0;0;0;0;0;10,7;10,2;0,5;0;0,3;0;0,4;0,2;0.0;2.0;136.0;11.0;13.0;9.0;0,2;0;0,2;0,02;0.0;0,07;0,3;3.0;7.0;0.0;27.0;11.0;7.0;10.0;18.0;0.0;0;0;0;;0,1;0,1;0;0;0;0,1;0,1;;0,03;0,01;0,043;0;0,2;0,2;8,9;8,9;0;12.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;multifruit;1438;;
Alcoholic beverages;2513;cider;per 100g;;;;231;55;87,5;0,1;0,1;0;0;1.0;0;0;0;0;0;0;0;0;6,4;6;0,4;0;0;4,1;;0,1;0.0;4.0;93.0;10.0;8.0;7.0;0,4;0;0,4;0,01;0.0;0,03;1,5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;;0;0;0;0;0;0;;;0;0,01;0,021;0;0,1;0,1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;;cider;1439;36.0;cider
Non-alcoholic beverages;2514;fruit juice concentrated prepared;per 100g;;;;166;39;90;0;0;0;;;0;0;0;0;0;0;0;0;9,7;9,7;0;0;0,1;0;;0,2;0.0;3.0;93.0;11.0;0.0;5.0;0;0;0;0,01;0.0;0;0,4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;;0;0;0;0;0;0;0;;0;0;0;0;;0;0,1;0,1;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;concentrated;1440;886.0;fruit juice
Non-alcoholic beverages;2515;fruit juice drink surango multivit nectar light;per 100g;;FASAT, FAT;CARTBTOT, NIA, RIBF, THIA, VITA_RAE, VITA_RE, VITB12, VITB6, VITC, VITE;89;21;94,7;0,2;0,2;0;;;0;0;0;0;0;0;0;0;5;4,9;0,1;0;0,1;0;;;0.0;0.0;65.0;6.0;6.0;4.0;0,1;0;0,1;0,01;1.0;0,08;1;10.0;20.0;0.0;120.0;;;;;;0;0;0;0;1,5;;;;;;;;0,2;0,2;0,3;0,15;;2,7;4,3;4,3;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;surango multivit nectar;1441;886.0;fruit juice
Cheese;2516;cheese spread 15+ balans eru;per 100g;Gemiddelde van naturel en diverse smaken.;;;552;132;70;17,3;0;17,3;;;5,5;5,2;3,1;1,6;0,2;0,1;0,1;0,2;3,3;3;0,3;0;0;0;;;23.0;750.0;160.0;580.0;624.0;17.0;0,1;0;0,1;0,03;7.0;1,76;12;100.0;104.0;96.0;48.0;0.0;0.0;0.0;0.0;0.0;0,1;;0,1;0;0,2;;;;;0;0;;0,02;0,4;0,011;0,32;;0,1;10,4;10,4;0;1.0;0;0;0;0,01;0;0,18;0;0,55;0,07;1,54;0,04;0,67;0;0,01;0;0;0;0;0.0;0.0;0;0;0;0;0,13;1,42;0;0;0,01;0;0,09;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0;0;0,01;0.0;0;0,01;0;0;0;0.0;0;0.0;0.0;0;0,04;0,15;0,01;0;0;0.0;0;0.0;0;0,16;cheese  + balans eru;1442;62.0;cheese
Cheese;2517;cheese spread kids eru;per 100g;;;CA;705;169;65,1;15;0;15;;;11,1;10,4;6,2;3,2;0,3;0,1;0,2;0,4;2,3;2,3;0;0;0;0;;;50.0;750.0;116.0;800.0;781.0;21.0;0,1;0;0,1;0,03;9.0;3;11;158.0;164.0;152.0;77.0;0.0;;;1.0;;0,2;;0,2;0;0,4;;;;;;;;0,03;0,2;0,014;0,6;;0,1;13;13;0;1.0;0;0;0;0,02;0;0,37;0;1,12;0,14;3,13;0,08;1,36;0;0,01;0;0;0;0;0.0;0.0;0;0;0;0;0,26;2,88;0;0;0,02;0;0,19;0;0;0;0;0,12;0;0;0;0.0;0;0;0;0;0;0;0,01;0.0;0;0,01;0;0;0;0.0;0;0.0;0.0;0;0,08;0,31;0,01;0;0;0.0;0;0.0;0;0,32;cheese  kids eru;1443;62.0;cheese
Cheese;2518;cheese goat hard;per 100g;;;;1644;396;38,3;22,4;0;22,4;;283.0;32,5;30,6;21,7;6,2;1,1;0,3;0,8;1;0,1;0,1;0;0;0;0;4,5;4,3;94.0;757.0;117.0;806.0;605.0;46.0;0,2;0;0,2;0,06;13.0;3,7;2,5;320.0;322.0;318.0;21.0;0.0;23.0;2.0;7.0;0.0;0;0;0;0;0,8;0,7;0;0;0,1;3;3;;0,01;0,15;0,066;0,15;5;0,3;21;21;0;0.0;0,86;0,92;0,94;2,88;;1,62;;3,21;0,25;8,22;0,14;2,64;;0,06;;;;;;;;;;0,07;0,3;5,84;0;;;;0,77;;;;;0,29;;;;;;;;;0;;;;;;;;0;;0;;;0;0;0,55;0,41;0;;;;;;0,6;cheese goat;1444;62.0;goat cheese
Milk and milk products;2519;custard half fat all flavours;per 100g;Gemiddelde van Boermarke, Melkunie en Weerribben.;;;360;85;80,1;2,3;0;2,3;;30.0;1,7;1,6;1,1;0,4;0;0;0;0;15,1;10,9;4,2;0;0,4;0;0;0,5;8.0;53.0;121.0;89.0;69.0;9.0;0;0;0;0,01;1.0;0,3;10,4;15.0;16.0;15.0;8.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0,7;0,3;0,5;0,02;0,17;0,028;0,26;0,6;0,1;1,3;1,3;0;0.0;0,05;0,04;0,02;0,05;0;0,06;0;0,18;0,02;0,47;0,01;0,15;0;0;0;0;0;0;0.0;0.0;0,03;0,01;0;0,02;0,02;0,31;0;0;0;0;0,02;0;0,01;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0,03;0;0;0;0.0;0;0.0;0;0,04;all;1445;;
Milk and milk products;2520;pudding airy;per 100g;Gemiddelde van Mona, smaken bitterkoekjes, chipolata, Dame Blanche met chocoladesaus, karamel met chocoladesaus.;;;752;179;64,9;4,2;0,3;3,9;0,7;30.0;8,1;7,5;5;1,9;0,3;0;0,2;0,1;22;17,9;4,1;0;0,9;0;;0,7;46.0;60.0;134.0;83.0;84.0;12.0;0,3;0;0,3;0,03;1.0;0,31;11,1;68.0;77.0;58.0;98.0;0.0;2.0;2.0;25.0;6.0;0;;0;0;0,4;0,4;0;0;0,2;2,4;0,6;1,8;0,02;0,13;0,028;0,37;0,6;0,1;3,7;3,7;0;0.0;;;0,08;0,19;;0,56;;0,76;0,07;2,32;0,03;0,97;;0;0;0;0;0;;;;;;0,06;0,1;1,71;0;0;0;0,02;0,21;;;;;0,02;0,02;;0;;0;0;0,01;;0;;0;;;;;0;0;;;;;0,01;0;0,1;0,02;;;;;;;0,24;pudding airy;1446;859.0;pudding
Vegetables;2524;chili pepper raw;per 100g;;;;127;30;91,9;1,8;1,8;0;;;0,3;0,2;0;0;0,2;0;0,2;0;4,2;4,2;0;0;1,8;0;;;0.0;12.0;440.0;16.0;39.0;21.0;1;0;1;0,17;;0,3;;0.0;0.0;0.0;;;;;;;0;0;0;0;;;;;;14;14;;0,12;0,15;0,28;0;;2,2;23;23;0;144.0;;;;;;;;0;;0,03;;0,01;;;;;;;;;;;;;0;0,02;;;;;0,18;;;;;0,01;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;chili pepper;1449;339.0;pepper
Fats and oils;2525;frying fat horeca;per 100g;;;;3700;900;0;0;0;0;;;100;96;21,6;35,5;35,2;0,1;32,3;0,6;0;0;0;0;0;0;;;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0;;0.0;0.0;0.0;0.0;;;;;;0;0;0;;;;;;;;;;0;0;0;0;;0;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,6;;;;;0,07;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;horeca;1450;;
Savoury snacks;2527;biscuit savoury sultana crunchers;per 100g;Gem van italiaanse kruiden en tomaat-kaas.;;;1739;413;12,5;8,5;7,3;1,1;;;10,3;9,6;1,2;2,8;5,9;0;5,8;0;70,5;9,7;60,8;0;2,2;0;0;;0.0;1067.0;213.0;43.0;100.0;20.0;0,9;0;0,9;0,13;4.0;0,64;;2.0;3.0;0.0;14.0;0.0;142.0;0.0;0.0;0.0;0;0;0;;5;4,9;0,1;0;0,7;2,3;2,3;0;0,07;0,05;0,1;0,05;;1;19,1;19,1;0;1.0;0;0;0;0;0;0;0;0,01;0;0,69;0;0,34;0;0,02;0;0,06;0;0,07;0.0;0.0;0;0;0;0;0,01;2,75;0,02;0;0;0;5,77;0;0;0;0;0,03;0;0;0;0.0;0;0;0;0,01;0;0;0,02;0.0;0;0,05;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0,01;savoury sultana crunchers;1451;485.0;biscuit
Bread;2528;croutons;per 100g;Gem van Knorr, Calvé, Remia, Albert Heijn, AH Excellent, Panealba en Hoogvliet.;;;2055;491;3,1;11,8;11,8;0;;;22,3;21,3;6,7;7,7;7,8;0,2;7,7;0;58,6;3,8;54,8;0;4;0;;;0.0;988.0;173.0;20.0;101.0;20.0;1,4;0;1,4;0,1;4.0;0,7;0,9;0.0;0.0;0.0;0.0;;;;;;0;0;0;;8,4;7,9;0,1;0,8;4;1,4;1,4;;0,06;0,11;0,055;0;;0,8;7,8;7,8;0;0.0;0;0;0;0;;0,03;0;0,12;0,01;5,4;0,02;0,88;;0,07;;0,09;;0,05;0.0;0.0;0;;;0;0,04;7,62;0,05;0;0;;7,66;;;;;0,17;0;;0;;0;0;0,01;;0;;0;;0;0;;;0;;;;;0;0;0,02;0;;0;;0;;;0,06;croutons;1452;;
Savoury snacks;2529;potato crisps oven baked;per 100g;Gem van naturel en roasted paprika Lays.;;;1731;411;4,8;6,4;6,4;0;;;9,3;8,9;2,5;4,8;1,6;0;1,6;0;72,8;8;64,8;0;5,1;0;;;0.0;420.0;990.0;27.0;150.0;60.0;2,3;0;2,3;0,22;1.0;1,3;4;7.0;13.0;0.0;80.0;;;;;;0;0;0;0;4,3;2,7;0,5;5,7;13,4;;;;0,21;0,08;0,72;0;;3,2;12;12;0;11.0;0;0;0;0;0;0,01;0;0,04;0;2,04;0;0,31;0;0,03;0;0,03;0;0,01;0.0;0.0;0;0;0;0;0,01;4,8;0,01;0;0;0;1,58;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0,03;0;0;0.0;0;0.0;0;0,01;potato;1453;373.0;potato
Sugar, sweets and sweet sauces;2530;maltesers;per 100g;;F12:1CIS, F13:0, F18:3CN6, F18:4CN3, F20:2CN6, F20:3CN3, F20:4CN6, F20:5CN3, F22:1CIS, F22:2CN6, F22:4CN6, F22:5CN3, F22:6CN3, F24:1CIS;;2095;500;4,7;8,3;7,5;0,8;;;24,3;23,3;14,9;7,3;1;0,1;0,9;0,1;61,5;51,9;9,6;0;1,2;0;;;11.0;171.0;270.0;110.0;150.0;48.0;1,2;0;1,2;0,3;2.0;0,8;;81.0;81.0;81.0;;;;;;;0;0;0;0;1,7;;;;;;;;0,05;0,2;0,03;0;;0,4;17;17;0;0.0;0,12;0,07;0,09;0,12;;0,55;0;0,51;0,06;6,9;0,08;6,19;;0,19;;0,04;;0,02;;;;0,01;0;0,03;0,1;7,16;0,02;0;0;;0,95;;;;0,02;0,06;0;0;0;;;0;0;;0;;0;;;0;;0;0;;;;;;;;;;;;;;0,06;;maltesers;1454;53.0;malt
Sugar, sweets and sweet sauces;2531;chocolate flakes av;per 100g;;;;1899;452;1,5;5,5;5;0,6;;;14,9;14,3;9,2;4,6;0,5;0;0,4;0;71,6;69,6;2;0;3,9;0;0,3;0,7;0.0;48.0;435.0;87.0;162.0;78.0;5,5;0;5,5;0,69;4.0;0,42;12,6;31.0;32.0;30.0;;;;;;;0;0;0;0;1,1;0,5;0;0,2;5,2;;;;0,06;0,2;0,044;0,49;;0,1;13,8;13,8;0;0.0;0,07;0,04;0,02;0,04;0;0,06;0;0,2;0,02;3,79;0,04;4,79;0,01;0,13;0;0,01;0;0,01;0.0;0.0;0;;0;0,02;0,05;4,56;0,01;0;0;0;0,44;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;;0;;0;0;0;0;0;0.0;0;;;0;0;0;0;;0;0.0;0;;;0,03;chocolate;1455;817.0;chocolate
Sugar, sweets and sweet sauces;2532;liquorice sugar-free;per 100g;Gem van een aantal soorten van  Klene en Albert Heijn. Dit product bevat arabische gom.;;;698;167;15,4;1;0,5;0,5;;;0,2;0,2;0,1;0;0;0;0;0;61;0,1;7,9;53;1;0;;;0.0;60.0;314.0;132.0;22.0;35.0;3,5;0;3,5;0,11;1.0;0,29;;0.0;0.0;0.0;;;;;;;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0.0;0;0;0,01;0,01;0;0,07;0;0,03;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;liquorice -;1456;55.0;rice
