Food group;NEVO-code;Engelse naam/Food name;Hoeveelheid/Quantity;Opmerking;Bevat sporen van/Contains traces of;Is verrijkt met/Is fortified with;ENERCJ (kJ);ENERCC (kcal);WATER (g);PROT (g);PROTPL (g);PROTAN (g);NT (g);TRP (mg);FAT (g);FACID (g);FASAT (g);FAMSCIS (g);FAPU (g);FAPUN3 (g);FAPUN6 (g);FATRS (g);CHO (g);SUGAR (g);STARCH (g);POLYL (g);FIBT (g);ALC (g);OA (g);ASH (g);CHORL (mg);NA (mg);K (mg);CA (mg);P (mg);MG (mg);FE (mg);HAEM (mg);NHAEM (mg);CU (mg);SE (µg);ZN (mg);ID (µg);VITA_RAE (µg);VITA_RE (µg);RETOL (µg);CARTBTOT (µg);CARTA (µg);LUTN (µg);ZEA (µg);CRYPXB (µg);LYCPN (µg);VITD (µg);CHOCALOH (µg);CHOCAL (µg);ERGCAL (µg);VITE (mg);TOCPHA (mg);TOCPHB (mg);TOCPHD (mg);TOCPHG (mg);VITK (µg);VITK1 (µg);VITK2 (µg);THIA (mg);RIBF (mg);VITB6 (mg);VITB12 (µg);NIAEQ (mg);NIA (mg);FOL (µg);FOLFD (µg);FOLAC (µg);VITC (mg);F4:0 (g);F6:0 (g);F8:0 (g);F10:0 (g);F11:0 (g);F12:0 (g);F13:0 (g);F14:0 (g);F15:0 (g);F16:0 (g);F17:0 (g);F18:0 (g);F19:0 (g);F20:0 (g);F21:0 (g);F22:0 (g);F23:0 (g);F24:0 (g);F25:0 (g);F26:0 (g);FASATXR (g);F10:1CIS (g);F12:1CIS (g);F14:1CIS (g);F16:1CIS (g);F18:1CIS (g);F20:1CIS (g);F22:1CIS (g);F24:1CIS (g);FAMSCXR (g);F18:2CN6 (g);F18:2CN9 (g);F18:2CT (g);F18:2TC (g);F18:2R (g);F18:3CN3 (g);F18:3CN6 (g);F18:4CN3 (g);F20:2CN6 (g);F20:3CN9 (g);F20:3CN6 (g);F20:3CN3 (g);F20:4CN6 (g);F20:4CN3 (g);F20:5CN3 (g);F21:5CN3 (g);F22:2CN6 (g);F22:2CN3 (g);F22:3CN3 (g);F22:4CN6 (g);F22:5CN6 (g);F22:5CN3 (g);F22:6CN3 (g);F24:2CN6 (g);FAPUXR (g);F10:1TRS (g);F12:1TRS (g);F14:1TRS (g);F16:1TRS (g);F18:1TRS (g);F18:2TTN6 (g);F18:3TTTN3 (g);F20:1TRS (g);F20:2TT (g);F22:1TRS (g);F24:1TRS (g);FAMSTXR (g);FAUN (g);cleaned_name;nutrition_index;flavour_index;flavour_name
Savoury bread spreads;3174;sandwich spread other flavours;per 100g;Heinz, gem van 6 smaken.;;;775;186;69,4;1,6;0,5;1,1;;;13,2;12,7;0,9;8;3,7;1,1;2,6;0;14,9;13,5;1,4;0;0,9;0;;;16.0;771.0;108.0;56.0;38.0;18.0;2;0;2;0,03;1.0;;4;44.0;78.0;9.0;416.0;0.0;;;1.0;;0,1;;;;4,7;;;;;;;;0,02;0,02;0,03;0;;0,1;5;5;0;4.0;0;0;0;0;0;0;0;0,01;0;0,57;0,01;0,2;0;0,06;0;0,04;0;0,01;0.0;0.0;0;0;0;0;0,02;7,74;0,17;0,02;0,02;0;2,6;0;0;0;0;1,13;0;0;0,01;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0,04;0.0;0;0.0;0;0,03;sandwich  other;1850;875.0;spread
Savoury bread spreads;3175;salad coleslaw;per 100g;;;;789;191;71,6;1,4;1,4;0;;2.0;16,9;16,2;2,5;12,1;1,6;0,2;1,4;0;7,1;4,6;2,4;0;1,9;0;0,4;0,7;11.0;277.0;164.0;22.0;24.0;7.0;0,3;0;0,3;0,02;0.0;0,2;1,9;137.0;274.0;0.0;1376.0;539.0;57.0;22.0;0.0;3.0;0;0;0;0;0,2;0,2;0;0;0,1;37,4;37,4;0;0,03;0,03;0,094;0;0,3;0,3;21,5;21,5;0;14.0;0;0;0;0;0;0;0;0;0;1,91;0,02;0,47;0;0,07;0;0,02;0;0,02;0.0;0.0;0;0;0;0;0,16;11,84;0,04;0,02;0;0;1,41;0;0;0;0;0,12;0;0;0;0.0;0;0;0;0,05;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0,02;0;0;0;0;0.0;0;0.0;0;0,02;coleslaw;1851;837.0;salad
Meat substitutes and dairy substitutes;3176;plant-based alternative to cream based on soya alpro cuisine light;per 100g;;;;254;61;90,4;2;2;0;;32.0;4,7;4,5;0,9;2,1;1,5;0,2;1,4;0;2,5;0,7;1,8;0;0,4;0;;;0.0;56.0;105.0;13.0;31.0;13.0;0,4;0;0,4;0,09;1.0;0,25;0,8;0.0;0.0;0.0;2.0;;;;;;0;0;0;0;1,9;;;;;;;;0,02;0,01;0,036;0;0,7;0,1;9,7;9,7;0;0.0;0;0;0;0;0;0;0;0,01;0;0,7;0;0,15;0;0,02;0;0,01;0;0,01;0.0;0.0;0;0;0;0;0,01;2,04;0,02;0;0;0;1,36;0;0;0;0;0,15;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;#NAME?;1852;780.0;cream
Legumes;3184;beans kidney red canned;per 100g;;VITC;;490;116;67;8,2;8,2;0;1,3;99.0;0,7;0,5;0,1;0,1;0,4;0,2;0,2;0;15,1;1,8;13,3;0;8,5;0;;1,4;0.0;109.0;341.0;61.0;139.0;39.0;1,9;0;1,9;0,32;3.0;1,06;0,5;0.0;0.0;0.0;2.0;;;;;;0;0;0;0;0,2;0;0,1;0;1,5;6,5;6,5;0;0,11;0,04;0,028;0;2;0,4;30,8;30,8;0;0.0;0;0;0;0;0;0;0;0,01;0;0,09;0;0,02;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,06;0;0;0;0;0,15;;;;;0,21;0;0;0;;;;0;;0;;0;;;0;0;0;0;0.0;;;;;;;;;;;;;;0,01;beans kidney;1854;284.0;beans
Legumes;3185;peas chick canned;per 100g;;;;588;140;66;7,9;7,9;0;1,3;82.0;2,5;2;0,3;0,6;1,1;0,1;1;0;17,9;0,3;17,6;0;7,2;0;;1;0.0;110.0;197.0;53.0;115.0;37.0;1,7;0;1,7;0,3;3.0;1,3;0,7;2.0;4.0;0.0;25.0;;;;;;0;0;0;0;1,9;1,3;0,1;0,3;5,2;8,9;8,9;0;0,04;0,02;0,023;0;1,6;0,2;40,8;40,8;0;6.0;;;;;;;;0,01;;0,23;;0,04;;;;;;;;;0,03;;;;;0,57;;;;;1,01;;;;;0,05;;;;;;;;;;;;;;;;;;;0,01;;;;;;;;;;;;;;peas chick;1855;288.0;peas
Soups;3192;stock portion prepared;per 100g;Gem van 4 smaken.;VITD;;24;6;98,6;0,3;0,3;0;;;0,1;0,1;0;0;0;0;0;0;0,9;0,2;0,7;0;0,1;0;;;0.0;342.0;57.0;0.0;1.0;0.0;0;0;0;0;0.0;0;0,4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,04;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;stock portion;1858;;
Fruits;3198;medlar;per 100g;;;;210;50;86,7;0,5;0,5;0;0,1;;0,2;0,2;0;0;0,1;0;0,1;0;10,6;10,6;0;0;1,7;0;;;0.0;6.0;250.0;30.0;28.0;11.0;0,5;0;0,5;0,17;1.0;0,05;;0.0;0.0;0.0;;;;;;;0;0;0;0;;;;;;;;;0,02;0,02;0,1;0;;0,2;14;14;0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,08;;;;;0,01;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;;medlar;1861;433.0;medlar
Fish, crustacean and shellfish;3199;anchovy raw;per 100g;;;;525;125;73,4;20,4;0;20,4;;;4,8;4,5;1;0,6;2,6;2,1;0,4;0;0;0;0;0;0;0;;;60.0;104.0;383.0;147.0;174.0;41.0;3,3;1,2;2,1;0,21;37.0;1,72;55;15.0;15.0;15.0;0.0;0.0;;;0.0;;11;;;0;0,6;;;;;;;;0,06;0,26;0,143;0,62;;14;9;9;0;0.0;;;;;;0;;0,09;0;0,64;;0,28;;0;;;;;;;;;;0;0,06;0,55;;;;;0,11;;;;;0,14;0;0;0;;;;0,34;;0,46;;;;;;;0,64;0,9;;;;;;;0;;;;;;;;0,25;anchovy;1862;720.0;anchovy
Cereals and cereal products;3200;bulgur wheat cooked;per 100g;;;;337;80;77,8;3,1;3,1;0;;;0,2;0,2;0;0;0,1;0;0,1;0;14,1;0,1;14;0;4,5;0;;0,3;0.0;5.0;68.0;10.0;40.0;32.0;1;0;1;0,08;1.0;0,57;;0.0;0.0;0.0;1.0;0.0;;;0.0;0.0;0;0;0;0;0;0;;;;0,5;0,5;;0,06;0,03;0,083;0;;1;18;18;0;0.0;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,1;0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;bulgur;1863;452.0;wheat
Milk and milk products;3201;yogurt drink ayran turkish;per 100g;;;;140;33;93;2,3;0;2,3;;32.0;1,6;1,5;1,1;0,4;0;0;0;0;2;1,6;0,4;0;0;0;0,5;0,7;6.0;141.0;95.0;88.0;66.0;8.0;0;0;0;0,01;1.0;0,3;9,3;18.0;18.0;17.0;9.0;0.0;0.0;0.0;0.0;0.0;0;0;0;;0;0;0;0;0;0,8;0,2;0,6;0,01;0,1;0,017;0,13;0,6;0,1;8;8;0;0.0;0,05;0,04;0,02;0,05;0;0,06;0;0,18;0,02;0,47;0,01;0,15;0;0;0;0;0;0;0.0;0.0;0,03;0,01;0;0,02;0,02;0,31;0;0;0;0;0,02;0;0,01;0;;0,01;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;;0.0;0.0;0;0;0,03;0;0;0;0.0;0;0.0;0;0,04;yogurt  ayran;1864;94.0;yogurt
Mixed dishes;3202;manti stuffed pasta cooked turkish;per 100g;;;;614;145;65,5;7,4;4,2;3,2;;47.0;2,2;1,8;0,8;0,6;;0;0,3;0;23,4;0,8;22,6;0;1,3;0;;0,2;9.0;10.0;102.0;16.0;91.0;20.0;0,7;0,1;0,6;0,12;2.0;1,25;1,4;12.0;12.0;11.0;7.0;2.0;54.0;3.0;1.0;1.0;0;0;0;;0,1;0,1;0,1;0,3;0,1;0,1;0,1;;0,03;0,04;0,044;0,31;2,2;1,4;5,6;5,6;0;0.0;0;0;0;0;0;0,02;0;0,05;0,01;0,41;0,02;0,27;0;0,01;0;0;0;0;0.0;0.0;0;0;0;0;0,02;0,57;0;0;0;0;0,28;0;0;0;0;;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0,07;manti stuffed pasta;1865;484.0;pasta
Cold meat cuts;3203;beef salted dried seasoned pastirma turkish;per 100g;;;;655;155;65;30;0;30;;;3;2,9;1,2;1,3;0,1;0;0,1;0,1;2;2;0;0;0;0;;;46.0;1800.0;410.0;5.0;225.0;26.0;2;1,7;0,4;0,06;6.0;3,47;11;4.0;7.0;2.0;27.0;0.0;;;0.0;;0,3;0,3;;0;0,3;0,3;0;0;0;;;;0,05;0,15;0,385;1,86;;4,9;4,4;4,4;0;1.0;0;0;0;0,01;0;0;0;0,08;0,01;0,64;0,03;0,41;0;0;0;0,01;0;0;0.0;0.0;0;0;0;0,02;0,11;1,19;0,01;0;0;0;0,09;0;0;0;0;0,02;0;0;0;0.0;0;0;0,01;0;0;0;0;0.0;0;0;0;0,01;0;0.0;0;0.0;0.0;0,01;0,02;0,08;0,01;0;0;0.0;0;0.0;0;0,09;beef   seasoned pastirma;1866;270.0;beef
Meat and poultry;3204;minced beef from butcher raw;per 100g;;;;752;180;68,8;20;0;20;3,2;222.0;10,9;10,4;4,7;4,7;0,3;0;0,2;0,4;0,3;0,3;0;0;0,5;0;;;44.0;149.0;332.0;8.0;173.0;20.0;2,2;1,8;0,4;0,06;8.0;4,76;3,3;10.0;13.0;8.0;27.0;;;;;;0,5;0,3;0,1;0;0,5;0,5;0;0;0;;;;0,03;0,13;0,32;1,95;7,4;3,7;4,7;4,7;0;9.0;0;0;0;0,02;0;0,01;0;0,34;0,05;2,63;0,11;1,57;0;0,01;0;0,01;0;0;0.0;0.0;0;0;0;0,09;0,46;4,11;0,02;0;0;0;0,2;0;0;0;0;0,04;0;0;0,01;0.0;0;0;0,02;0;0;0;0;0.0;0;0;0;0,01;0;0.0;0;0.0;0.0;0,02;0,06;0,24;0,03;0;0;0.0;0;0.0;0;0,29;beef  butcher;1867;270.0;beef
Cereals and cereal products;3206;noodles boiled;per 100g;;;;437;103;73,8;1,8;1,8;0;;;0,2;0,2;0,1;0,1;0,1;0;0,1;0;23;0;23;0;1;0;;0,2;0.0;19.0;4.0;4.0;20.0;3.0;0,1;0;0,1;0,04;5.0;0,25;0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0;0;0;0;0;0;;;;0;0;;0,02;0;0,006;0;;0,1;1;1;0;0.0;0;0;0;0;;0;;0;;0,05;;0,01;;;;;;;;;;;;;0;0,06;;;;;0,05;;;;;;0,01;0;;;;;0;;0;;;;;;;0;0;;;;;;;;;;;;;;;;;1868;;
Savoury bread spreads;3207;hummus natural;per 100g;;;;1324;320;48;7,7;7,7;0;0,4;26.0;25,8;24,5;4,2;13;7,4;0,1;7;0;11,3;0,8;10,5;0;5,4;0;;2;0.0;476.0;130.0;29.0;116.0;62.0;2;0;2;0,31;6.0;1,17;0,8;1.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;3,5;;;;;3;3;;0,07;0,04;0,107;0;1,2;0,8;30,2;30,2;0;2.0;0;0;0;0;0;0;0;0;0;2,24;0,06;0,89;0;0,27;0;0,48;0;0,25;0.0;0.0;0,01;0;0;0;0,07;12,66;0,21;0,02;0;0;7,04;0;0;0;0,3;0,07;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0,02;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0,04;hummus;1869;963.0;hummus
Vegetables;3208;glasswort raw;per 100g;;ID;;59;14;92,2;0,7;0,7;0;;;0,2;0,2;0,1;0;0,1;0;0;0;1,1;1,1;0;0;2,5;0;0;3,3;0.0;1020.0;119.0;34.0;20.0;75.0;4,9;0;4,9;0,07;;0,48;0;;;0.0;;;;;;;0;0;0;0;0,5;;;;;;;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;glasswort;1870;7.0;wort
Alcoholic beverages;3214;beer white;per 100g;Gem van Grolsch en Hertog Jan.;;;195;47;91,3;0,5;0,5;0;;;0;0;0;0;0;0;0;0;3,7;0;3,6;0,2;0,3;4,2;;;0.0;3.0;54.0;3.0;28.0;8.0;0;0;0;0,01;0.0;0,03;;0.0;0.0;0.0;0.0;;;;;;0;0;0;0;0;0;0;0;0;;;;0;0,03;0,055;0,03;;1;8,8;8,8;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;0;beer;1876;9.0;beer
Alcoholic beverages;3215;vodka;per 100g;;;;969;234;66,6;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;33,4;0;0;0.0;1.0;1.0;0.0;5.0;0.0;0;0;0;0;;0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;;;;;;;;0;;;;;;;;0;;;;;;;;;;;;;;;0;vodka;1877;762.0;vodka
Legumes;3216;peas split green boiled;per 100g;;;;514;122;67;7,9;7,9;0;1,3;67.0;1,2;0,9;0,5;0,4;0,1;0;0,1;0;16,6;0,6;16;0;6,6;0;;0,7;0.0;2.0;329.0;18.0;134.0;39.0;2,5;0;2,5;0,23;;1,02;0,3;5.0;11.0;0.0;65.0;;;;;;0;0;0;0;0,3;0;0,1;0;2,4;9,6;9,6;0;0,26;0,06;0,014;0;1,8;0,7;7,4;7,4;0;0.0;0;0;0;0;0;0;0;0;0;0,31;0;0,16;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,38;0;0;0;0;0,09;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;;;;;;;;;;;;;;peas split;1878;288.0;peas
Non-alcoholic beverages;3218;fruit juice drink apple nectar;per 100g;Gem van AH Basic, Hardthof, Jumbo, Solevita en Vruchtoase.;;;157;37;90,8;0;0;0;;1.0;0;0;0;0;0;0;0;0;9,1;8,9;0,3;0;0;0;;;0.0;8.0;50.0;6.0;4.0;3.0;0,1;0;0,1;0,01;0.0;0,01;0,2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;;0;0;0;0;0;0;0;;0;0;0,011;0;0,1;0,1;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,01;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;;nectar;1879;162.0;apple
Fruits;3219;kiwi fruit yellow;per 100g;;;;280;66;82,4;1;1;0;0,2;;0,3;0,2;0,1;0;0,1;0,1;0,1;0;12,4;12,3;0,1;0;1,4;0;2,3;0,5;0.0;3.0;315.0;17.0;25.0;12.0;0,2;0;0,2;0,15;0.0;0,08;0;1.0;2.0;0.0;14.0;0.0;23.0;1.0;;0.0;0;0;0;0;1,4;1,4;0;0;0,1;6,1;6,1;;0;0,07;0,08;0;;0,6;30,6;30,6;0;135.0;0;0;0;0;;0;0;0;0;0,05;0;0,01;;0;;0;;0;;;;0;;0,01;0;0,01;;0;0;;0,06;;0;;;0,04;;;0,01;;0,01;0,01;0;;0;;;0.0;;;;0;0;;;;;;0;0;0;;;;;;;;kiwi;1880;;
Vegetables;3220;asparagus green raw;per 100g;;;;119;28;92;3;3;0;;;0,1;0,1;0;0;0,1;0;0,1;0;2,8;2,8;0;0;2,1;0;;;0.0;2.0;278.0;24.0;65.0;12.0;1;0;1;;;0,8;;7.0;13.0;0.0;78.0;;;;;;0;0;0;0;1,2;;;;;;;;0,27;0,25;0,09;0;;0,9;175;175;0;24.0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;asparagus;1881;371.0;asparagus
Fruits;3221;olives ripe in brine tinned/glass;per 100g;;;;663;162;68,5;0,9;0,9;0;;;14;13,4;2,1;10,1;1,2;0,1;1,1;0;1,7;0;1,7;0;12,5;0;;;0.0;904.0;8.0;58.0;10.0;70.0;3,3;0;3,3;0,15;;0,13;4,5;20.0;40.0;0.0;237.0;;;;;;0;0;0;0;2;;;;;;;;0;0;0,009;0;;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1,6;0,01;0,39;0;0,05;0;0,01;0;0,01;0.0;0.0;0;0;0;0;0,13;9,94;0,03;0;0;0;1,1;0;0;0;0;0,08;0;0;0;0.0;0;0;0;0,04;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0,01;0;0;0;0;0.0;0;0.0;0;0,01;olives ripe  brine /;1882;307.0;olive
Savoury sauces;3222;pesto red;per 100g;Gem v Albert Heijn, AH basic, Bertolli, Grand'Italia, Plus en Sacla.;;;1519;368;47,6;5;2,8;2,2;;13.0;35;33,5;5,4;10,7;17,1;0,1;17,1;0,1;7;5,7;1,2;0;2,4;0;0,3;2,9;6.0;930.0;652.0;101.0;116.0;35.0;1,4;0;1,4;0,18;3.0;0,82;3,5;66.0;115.0;16.0;597.0;0.0;158.0;0.0;0.0;12549.0;0;0;0;;14,2;13,6;0;0;0,2;14,3;14,3;0;0,09;0,12;0,129;0,12;1,9;1,7;21;21;0;11.0;0,08;0,06;0,04;0,07;0;0,09;0;0,3;0,03;2,77;0,01;1,35;0;0,07;0;0,2;0;0,06;0.0;0.0;0;0;0;0,03;0,09;10,51;0,07;0;0;0;17,06;0;0;0;0;0,08;0;0;0;0.0;0;0;0;0,01;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0,01;0,06;0;0;0;0.0;0;0.0;0;0,09;pesto;1883;;
Cold meat cuts;3223;sausage grill chicken;per 100g;Gem v AH, Jumbo en Zandvliet.;;;867;209;66,5;13,8;0;13,8;;;15;12,8;4,3;4,5;3,4;0,4;3;0,2;4,4;1,1;3,4;0;0,3;0;;;109.0;965.0;259.0;13.0;162.0;21.0;0,8;0,3;0,5;0,15;13.0;1,37;5;45.0;45.0;45.0;0.0;0.0;;;0.0;;0,3;0;0,3;0;1,2;;;;;;;;0,04;0,07;0,379;0,2;;6,7;9,2;9,2;0;0.0;0;0;0,07;0,01;0;0,01;0;0,11;0,27;2,7;0,17;1;0;0;0;0;0;0;0.0;0.0;0;0;0;0,01;0,35;4,06;0,04;0;0;0;2,61;0;0;0;0;0,2;0;0;0,05;0.0;0,01;0,01;0,26;0;0,04;0;0;0.0;0;0,05;0;0;0,13;0.0;0,03;0.0;0.0;0;0;0,13;0;0;0,01;0.0;0,06;0.0;0;0,37;grill chicken;1884;265.0;sage
Vegetables;3224;vegetables for stir-frying dutch cooked;per 100g;;;;110;26;92;1,6;1,6;0;;14.0;0,3;0,2;0,1;0;0,1;0,1;0,1;0;3,2;2,4;0,8;0;2,3;0;;0,5;0.0;10.0;259.0;31.0;45.0;12.0;0,5;0;0,5;0,04;0.0;0,29;1,9;172.0;345.0;0.0;1827.0;467.0;834.0;13.0;14.0;6.0;0;0;0;;1,3;1,2;0;0;0,3;37,9;37,9;0;0,04;0,04;0,107;0;0,7;0,5;42,7;42,7;0;29.0;0;0;0;0;0;0;0;0;0;0,04;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,02;0;0;0;0;0,07;0;0;0;0;0,06;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;;0;0.0;0;0.0;0;;-;1885;;
Vegetables;3225;vegetables for stir-frying italian cooked;per 100g;;;;112;27;92,2;1,1;1,1;0;;9.0;0,3;0,2;0,1;0;0,1;0;0,1;0;3,9;2,9;1;0;2,1;0;;0,3;0.0;6.0;219.0;26.0;34.0;12.0;0,4;0;0,4;0,05;0.0;0,27;1,9;171.0;341.0;0.0;1780.0;496.0;301.0;39.0;40.0;18.0;0;0;0;;1,2;1,2;0,1;0;0,2;11,7;11,7;0;0,04;0,03;0,125;0;0,6;0,4;34,9;34,9;0;26.0;0;0;0;0;0;0;0;0;0;0,04;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,08;0;0;0;0;0,05;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;#NAME?;1886;;
Vegetables;3226;vegetables for stir-frying oriental cooked;per 100g;;;;92;22;93,3;1;1;0;0;6.0;0,2;0,2;0;0;0,1;0;0,1;0;2,8;2,1;0,7;0;2,3;0;;0,2;0.0;8.0;167.0;34.0;27.0;10.0;0,3;0;0,3;0,05;1.0;0,2;1,7;62.0;124.0;0.0;661.0;151.0;273.0;29.0;19.0;9.0;0;0;0;;0,7;0,7;0;0;0,1;25,5;25,5;;0,04;0,04;0,11;0;0,5;0,4;29,5;29,5;0;24.0;0;0;0;0;0;0;0;0;0;0,03;0;0,01;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0,01;0;0;0;0;0,06;0;0;0;0;0,04;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0;#NAME?;1887;;
Vegetables;3227;seaweed nori dried;per 100g;;;;1060;254;6,5;31,5;31,5;0;;;1,5;1,2;0,4;0,1;0,7;;;0;10,5;0,6;9,9;0;36,3;0;;13,6;0.0;1980.0;1730.0;318.0;518.0;486.0;37,2;0;37,2;1,06;51.0;4,52;5100;1624.0;3248.0;0.0;19485.0;;;;;;0,6;;;;2,9;;;;;;;;0,58;1,91;0,53;;;5,8;21,7;21,7;0;57.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;seaweed nori;1888;;
Cereals and cereal products;3228;noodles instant prepared;per 100g;Unox good noodles, gem van smaken groente, kip, oosterse kip en kerrie.;;;951;227;56,4;3,4;3,4;0;;46.0;11,1;10,4;2,2;4,3;3,8;0,3;3,6;0;27,8;1,1;26,7;0;1,4;0;;;;800.0;107.0;24.0;80.0;20.0;0,9;0;0,9;0,1;1.0;0,53;1;1.0;1.0;0.0;7.0;2.0;;3.0;1.0;;0;0;0;;3,2;3,1;0,1;1,4;0,6;3,8;3,8;0;0,03;0,02;0,015;0;1,6;0,8;3,7;3,7;0;1.0;0;0,01;0,05;0,04;0;0,29;0;0,13;0;1,32;0,01;0,32;0;0,04;0;0,04;0;0,01;0.0;0.0;;0;0;0;0,02;4,23;0,05;0;0;;3,57;0;0;0;0;0,26;0;0;0;0.0;0;0;0;0;0;;0;0.0;0;0;0;0;0;0.0;;0.0;0.0;0;0;0;0;;0,01;0.0;0;0.0;;0,01;;1889;;
Savoury bread spreads;3229;salad chicken satay;per 100g;Gem v AH Basic, Albert Heijn, Bon Appetit, Johma en Jumbo.;;;1092;262;55,6;9,6;2,7;6,9;;26.0;17,3;16,4;3,2;8,1;4,9;0,3;4,6;0,1;16,5;13,3;3,2;0;1;0;;;21.0;438.0;207.0;18.0;131.0;33.0;0,4;0;0,4;0,08;7.0;0,54;2,9;4.0;5.0;4.0;2.0;0.0;3.0;4.0;0.0;0.0;0;0;0;0;4,5;4,3;0;1,2;1,5;13,3;13,3;0;0,04;0,04;0,186;0,07;4,6;4,2;10,4;10,4;0;2.0;0;0,01;0,06;0,04;0;0,32;0;0,15;0,01;1,8;0,01;0,5;0;0,09;0;0,17;0;0,09;0.0;0.0;0;0;0;0;0,04;7,92;0,16;0,01;0;0,01;4,64;0;0;0;0;0,28;0;0;0;0.0;0;0;0,01;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0,06;0;0;0,01;0.0;0;0.0;0;0,04;chicken satay;1890;272.0;chicken
